,Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
8676,H10394,2014,0.997260274,0,Not Painted,Not Fenced,Has garden,urban area,650,2,1960,   ,51454,0.0
8217,H10395,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1000,2,1980,   ,26264,0.0
8218,H10396,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,1000,2,1980,   ,26264,0.0
8020,H10398,2014,0.747945205,0,Not Painted,Not Fenced,Has garden,urban area,1680,2,1960,   ,13208,0.0
8100,H10399,2013,1.0,0,Not Painted,Fenced,no garden,rural area,8500,2,1960,5,13215,0.0
8112,H104,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1665,2,1980,   ,14118,0.0
8101,H10400,2015,1.0,0,Not Painted,Fenced,no garden,rural area,8500,2,1960,5,13215,0.0
7723,H10402,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2500,1,1960,   ,13106,0.0
7724,H10403,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,2500,1,1960,   ,13106,0.0
7443,H10406,2014,1.0,0,Not Painted,Fenced,no garden,rural area,8113,4,1973,7,6088,0.0
8392,H10408,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,292,2,1970,2,34154,0.0
7937,H10409,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,640,2,1960,   ,13206,0.0
7995,H10412,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,240,2,1960,   ,13207,0.0
9588,H10413,2012,1.0,0,Not Painted,Fenced,no garden,rural area,340,2,1950,4,80021,0.0
9582,H10416,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1600,2,1980,   ,80016,0.0
9583,H10417,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1600,2,1980,   ,80016,0.0
9584,H10418,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,1600,2,1980,   ,80016,0.0
9871,H10419,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,5566,2,1988,   ,90010,0.0
8774,H1042,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,660,1,1960,   ,58194,0.0
9777,H10420,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1350,1,1980,   ,84137,0.0
9890,H10423,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1520,2,1988,   ,90032,0.0
9589,H10426,2014,1.0,0,Not Painted,Fenced,no garden,rural area,740,2,1950,5,80021,0.0
9137,H10429,2013,1.0,0,Not Painted,Fenced,no garden,rural area,1825,2,2003,5,67180,0.0
8772,H1043,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,300,1,1960,   ,58117,0.0
9510,H10430,2015,0.161643836,1,Not Painted,Not Fenced,Has garden,urban area,850,2,1980,   ,76351,0.0
9511,H10431,2012,1.0,1,Not Painted,Not Fenced,Has garden,urban area,3650,2,1980,   ,76351,0.0
9512,H10432,2015,0.161643836,1,Not Painted,Fenced,no garden,rural area,2000,2,1998,8,76351,0.0
9322,H10433,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3420,1,1988,   ,74258,0.0
9102,H10434,2012,1.0,0,Not Painted,Fenced,no garden,rural area,1100,2,1970,4,66136,0.0
9154,H10435,2014,1.0,0,Not Painted,Fenced,no garden,rural area,1100,2,2004,4,67532,0.0
8057,H10436,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1500,2,0,   ,13210,0.0
8058,H10437,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,1500,2,0,   ,13210,0.0
7695,H10441,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1296,1,1960,   ,13054,0.0
8433,H10442,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2505,1,1988,   ,35288,0.0
8021,H10443,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1160,2,0,   ,13208,0.0
7823,H10447,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,610,2,1960,   ,13204,0.0
7938,H10449,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2900,2,1960,   ,13206,0.0
8775,H1045,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2300,1,1980,   ,58194,0.0
9513,H10450,2014,1.0,1,Not Painted,Fenced,no garden,rural area,545,2,1970,4,76351,0.0
10080,H10455,2013,1.0,0,Not Painted,Fenced,no garden,rural area,2000,3,1970,7,2A004,0.0
9526,H10459,2013,1.0,1,Not Painted,Fenced,no garden,rural area,5065,2,1980,3,76552,0.0
8776,H1046,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,145,1,1980,   ,58194,0.0
9648,H10463,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,2581,2,1997,5,83062,0.0
9514,H10464,2012,1.0,1,Not Painted,Fenced,no garden,rural area,550,2,1950,5,76351,0.0
9103,H10469,2012,1.0,0,Not Painted,Fenced,no garden,rural area,2100,2,2003,2,66136,0.0
8243,H1047,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,336,2,1960,   ,29019,0.0
9604,H10474,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3320,2,1980,   ,83009,0.0
8089,H10475,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,680,2,1960,   ,13214,0.0
8922,H1048,2014,0.915068493,0,Not Painted,Not Fenced,Has garden,urban area,880,2,1960,   ,62108,0.0
8113,H105,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1665,2,1980,   ,14118,0.0
8923,H1050,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,200,2,1960,   ,62108,0.0
10216,H10502,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,0,2,1900,   ,,0.0
9590,H10503,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,499,2,0,   ,80021,0.0
7778,H10506,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,535,2,0,   ,13202,0.0
9591,H10507,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1400,2,1980,   ,80021,0.0
8924,H1051,2015,1.0,0,Not Painted,Fenced,no garden,rural area,400,2,1991,5,62108,0.0
7939,H10515,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2255,2,1950,5,13206,0.0
7682,H10517,2015,1.0,1,Not Painted,Fenced,no garden,rural area,2000,1,2003,6,13021,0.0
8925,H1052,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,125,2,1960,   ,62108,0.0
7714,H10521,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,720,1,0,   ,13071,0.0
8164,H10522,2012,0.74863388,0,Not Painted,Not Fenced,Has garden,urban area,6926,2,1988,   ,21231,0.0
8969,H10523,2014,1.0,0,Not Painted,Fenced,no garden,rural area,420,1,2001,3,63032,0.0
10081,H10525,2012,1.0,0,Not Painted,Fenced,no garden,rural area,2000,3,1980,7,2A004,0.0
10082,H10526,2013,1.0,0,Not Painted,Fenced,no garden,rural area,2000,3,1980,7,2A004,0.0
10083,H10527,2014,1.0,0,Not Painted,Fenced,no garden,rural area,2000,3,1980,7,2A004,0.0
10084,H10528,2015,1.0,0,Not Painted,Fenced,no garden,rural area,2000,3,1980,7,2A004,0.0
10085,H10529,2015,1.0,0,Not Painted,Fenced,no garden,rural area,2000,3,1980,7,2A004,0.0
7668,H10530,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,130,1,1960,   ,13002,0.0
8595,H10531,2014,0.997260274,0,Not Painted,Fenced,no garden,rural area,2000,2,1940,5,42218,0.0
9872,H10532,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1580,2,1960,   ,90010,0.0
8677,H10534,2012,1.0,0,Not Painted,Fenced,no garden,rural area,190,2,1950,4,51454,0.0
9035,H10536,2012,1.0,0,Not Painted,Fenced,no garden,rural area,1015,2,1978,4,64024,0.0
9036,H10537,2013,1.0,0,Not Painted,Fenced,no garden,rural area,1015,2,1978,4,64024,0.0
8972,H10538,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2100,1,1988,   ,63075,0.0
8396,H10539,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1000,2,0,   ,34172,0.0
9515,H10541,2012,1.0,1,Not Painted,Not Fenced,Has garden,urban area,5330,2,1960,   ,76351,0.0
7165,H10545,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3225,2,1988,   ,4070,0.0
9239,H10547,2013,1.0,1,Not Painted,Fenced,no garden,rural area,4102,1,1984,6,73257,0.0
8983,H10549,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,3800,2,0,   ,63113,0.0
7650,H10550,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1700,2,1960,   ,13001,0.0
7651,H10551,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1700,2,1960,   ,13001,0.0
8678,H10552,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,700,2,0,   ,51454,0.0
9196,H10553,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,620,2,1960,   ,69384,0.0
9197,H10554,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,620,2,1960,   ,69384,0.0
7249,H1056,2013,0.41369863,0,Not Painted,Not Fenced,Has garden,urban area,150,4,1960,   ,6027,0.0
7779,H10565,2014,1.0,0,Not Painted,Fenced,no garden,rural area,390,2,1850,5,13202,0.0
7780,H10566,2015,1.0,0,Not Painted,Fenced,no garden,rural area,390,2,1850,5,13202,0.0
8022,H10576,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,900,2,1960,   ,13208,0.0
9104,H10577,2013,1.0,0,Not Painted,Fenced,no garden,rural area,340,2,1950,3,66136,0.0
8215,H10579,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3095,2,1980,   ,26235,0.0
8216,H10580,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3095,2,1980,   ,26235,0.0
7888,H10582,2016,1.0,0,Not Painted,Fenced,no garden,rural area,487,2,1900,4,13205,0.0
8137,H10584,2012,0.330601093,0,Not Painted,Not Fenced,Has garden,urban area,930,1,0,   ,17264,0.0
8627,H10585,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,5428,1,1988,   ,42275,0.0
9873,H10586,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,6600,2,1988,   ,90010,0.0
8679,H10588,2016,1.0,0,Not Painted,Fenced,no garden,rural area,750,2,1954,4,51454,0.0
8984,H10589,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,300,2,1988,   ,63113,0.0
8957,H1059,2013,0.580821918,0,Not Painted,Not Fenced,Has garden,urban area,2550,2,1988,   ,62571,0.0
8985,H10590,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,300,2,1988,   ,63113,0.0
8046,H10591,2014,1.0,0,Not Painted,Fenced,no garden,rural area,3710,2,2000,5,13209,0.0
8059,H10597,2013,0.495890411,0,Not Painted,Not Fenced,Has garden,urban area,2150,2,1960,   ,13210,0.0
8060,H10598,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2150,2,1960,   ,13210,0.0
9353,H106,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,250,4,1960,   ,75104,0.0
8958,H1060,2013,0.526027397,0,Painted,Not Fenced,Has garden,urban area,1060,2,1988,   ,62571,0.0
9105,H10603,2012,1.0,0,Not Painted,Fenced,no garden,rural area,670,2,1850,6,66136,0.0
8768,H10607,2012,1.0,0,Not Painted,Fenced,no garden,rural area,667,2,1982,3,57672,0.0
8165,H10608,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1074,2,1960,   ,21231,0.0
9516,H10609,2015,0.495890411,1,Not Painted,Not Fenced,Has garden,urban area,625,2,1988,   ,76351,0.0
8680,H10610,2014,1.0,0,Not Painted,Fenced,no garden,rural area,1300,2,1890,5,51454,0.0
8047,H10615,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,9500,2,1960,   ,13209,0.0
7824,H10616,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,480,2,1960,   ,13204,0.0
7825,H10617,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,480,2,1960,   ,13204,0.0
9637,H10620,2012,1.0,0,Not Painted,Fenced,no garden,rural area,450,2,1950,1,83061,0.0
8166,H10624,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3033,2,1980,   ,21231,0.0
8167,H10625,2016,0.494535519,0,Not Painted,Not Fenced,Has garden,urban area,3033,2,1980,   ,21231,0.0
8880,H10626,2012,0.50273224,0,Not Painted,Not Fenced,Has garden,urban area,6509,2,1980,   ,59457,0.0
7781,H10627,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,330,2,1960,   ,13202,0.0
9517,H10628,2015,1.0,1,Not Painted,Fenced,no garden,rural area,1960,2,1960,5,76351,0.0
9227,H10629,2013,1.0,0,Not Painted,Fenced,no garden,rural area,600,1,1960,2,73064,0.0
9247,H1063,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2625,1,1980,   ,74010,0.0
9874,H10633,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3000,2,1960,   ,90010,0.0
8489,H10634,2013,0.624657534,0,Not Painted,Not Fenced,Has garden,urban area,1600,2,1980,   ,38185,0.0
7940,H10635,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,830,2,1960,   ,13206,0.0
7941,H10636,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,830,2,1960,   ,13206,0.0
7234,H10638,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,800,4,1980,   ,6012,0.0
9248,H1064,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2625,1,1980,   ,74010,0.0
9962,H10640,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,2440,3,1970,4,92064,0.0
7826,H10641,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,880,2,0,   ,13204,0.0
7996,H10643,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,600,2,0,   ,13207,0.0
7997,H10644,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,600,2,0,   ,13207,0.0
9772,H10647,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,300,1,0,   ,84019,0.0
8168,H10649,2013,1.0,0,Not Painted,Fenced,no garden,rural area,600,2,1900,5,21231,0.0
9875,H10651,2013,0.997260274,0,Not Painted,Not Fenced,Has garden,urban area,3115,2,1988,   ,90010,0.0
8061,H10654,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,700,2,1960,   ,13210,0.0
8062,H10655,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,700,2,1960,   ,13210,0.0
9519,H10656,2013,0.084931507,1,Not Painted,Not Fenced,Has garden,urban area,220,2,0,   ,76540,0.0
7701,H10657,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,4920,1,1960,   ,13056,0.0
9605,H10658,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,500,2,0,   ,83009,0.0
7942,H10661,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,352,2,1960,   ,13206,0.0
9631,H10662,2015,0.98630137,0,Not Painted,Fenced,no garden,rural area,250,2,1900,5,83058,0.0
9632,H10663,2016,0.967213115,0,Not Painted,Fenced,no garden,rural area,250,2,1900,5,83058,0.0
7736,H10666,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,750,2,0,   ,13201,0.0
7943,H10667,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,800,2,1980,   ,13206,0.0
9316,H1067,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,4453,1,1988,   ,74236,0.0
7827,H10670,2016,1.0,0,Not Painted,Not Fenced,Has garden,urban area,610,2,1960,   ,13204,0.0
8210,H10671,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,500,2,1980,   ,26220,0.0
8211,H10672,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,500,2,1980,   ,26220,0.0
9207,H10674,2014,0.120547945,0,Not Painted,Not Fenced,Has garden,urban area,450,2,0,   ,70550,0.0
9323,H10675,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,603,1,1988,   ,74258,0.0
10122,H10676,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,606,3,0,   ,2A247,0.0
9638,H10677,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,2313,2,1988,   ,83061,0.0
9892,H10678,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,300,2,1960,   ,90099,0.0
7737,H10679,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,450,2,1960,   ,13201,0.0
9290,H1068,2013,1.0,0,Not Painted,Fenced,no garden,rural area,2338,1,1994,5,74085,0.0
7738,H10680,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,310,2,0,   ,13201,0.0
8414,H10683,2012,1.0,0,Not Painted,Fenced,no garden,rural area,352,2,1985,3,34344,0.0
8594,H10685,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,900,1,1960,   ,42207,0.0
8986,H10686,2012,1.0,0,Not Painted,Fenced,no garden,rural area,450,2,1900,4,63113,0.0
9982,H10688,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,5000,3,1980,   ,93046,0.0
7182,H10692,2015,1.0,0,Not Painted,Fenced,no garden,rural area,3160,4,1960,4,6004,0.0
8397,H10693,2015,1.0,0,Not Painted,Fenced,no garden,rural area,200,2,1900,2,34172,0.0
9026,H10695,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,547,1,1980,   ,63124,0.0
9027,H10696,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,547,1,1980,   ,63124,0.0
9655,H10697,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,858,2,1980,   ,83069,0.0
9656,H10698,2015,1.0,0,Painted,Not Fenced,Has garden,urban area,858,2,1980,   ,83069,0.0
9354,H107,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,250,4,1960,   ,75104,0.0
7328,H10700,2015,1.0,0,Not Painted,Fenced,no garden,rural area,8939,4,2005,6,6083,0.0
8302,H10703,2014,1.0,0,Not Painted,Not Fenced,Has garden,urban area,4500,2,1988,   ,31555,0.0
9131,H10704,2013,1.0,0,Not Painted,Fenced,no garden,rural area,2964,2,2004,3,67028,0.0
9913,H10705,2014,1.0,1,Painted,Not Fenced,Has garden,urban area,561,3,1980,   ,92004,0.0
9156,H10707,2014,1.0,1,Painted,Not Fenced,Has garden,urban area,820,2,1988,   ,68062,0.0
9972,H10711,2012,1.0,0,Not Painted,Fenced,no garden,rural area,1485,3,1930,7,93001,0.0
7671,H10715,2014,1.0,0,Not Painted,Fenced,no garden,rural area,600,1,1950,3,13004,0.0
10217,H10716,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,0,2,1960,   ,,0.0
10218,H10718,2016,0.863387978,0,Not Painted,Not Fenced,Has garden,urban area,0,2,1960,   ,,0.0
7889,H10719,2012,1.0,1,Not Painted,Not Fenced,Has garden,urban area,700,2,1960,   ,13205,0.0
9291,H1072,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,752,1,1988,   ,74085,0.0
9722,H10723,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,130,2,1960,   ,83137,0.0
9048,H10724,2012,1.0,0,Not Painted,Fenced,no garden,rural area,360,2,1948,4,64102,0.0
7782,H10728,2013,0.915068493,0,Painted,Not Fenced,Has garden,urban area,998,2,1960,   ,13202,0.0
7783,H10729,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,645,2,1960,   ,13202,0.0
9292,H1073,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,752,1,1988,   ,74085,0.0
8259,H10730,2013,0.77260274,0,Painted,Not Fenced,Has garden,urban area,250,2,1980,   ,30133,0.0
8813,H10733,2015,0.871232877,0,Not Painted,Not Fenced,Has garden,urban area,180,3,1960,   ,59350,0.0
9788,H10737,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,980,1,1980,   ,86194,0.0
9412,H10739,2013,1.0,1,Not Painted,Not Fenced,Has garden,urban area,1025,4,0,   ,75114,0.0
8126,H1074,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,940,1,1960,   ,15014,0.0
8634,H10740,2013,1.0,0,Not Painted,Fenced,no garden,rural area,4000,1,1970,8,43041,0.0
7174,H10742,2014,1.0,0,Not Painted,Fenced,no garden,rural area,360,1,2005,2,5079,0.0
7329,H10744,2015,1.0,0,Not Painted,Fenced,no garden,rural area,1100,4,1950,3,6083,0.0
8434,H10749,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,527,1,1960,   ,35288,0.0
9287,H1075,2012,1.0,0,Not Painted,Not Fenced,Has garden,urban area,375,1,1980,   ,74080,0.0
8435,H10750,2013,0.794520548,0,Painted,Not Fenced,Has garden,urban area,527,1,1960,   ,35288,0.0
9324,H10751,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1270,1,1988,   ,74262,0.0
9325,H10752,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,1270,1,1988,   ,74262,0.0
9326,H10753,2016,0.99726776,0,Not Painted,Not Fenced,Has garden,urban area,1270,1,1988,   ,74262,0.0
9876,H10754,2016,0.99726776,0,Not Painted,Fenced,no garden,rural area,995,2,1900,5,90010,0.0
9896,H10758,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,1000,1,1980,   ,91174,0.0
8421,H10760,2015,1.0,0,Not Painted,Not Fenced,Has garden,urban area,3200,1,1988,   ,35093,0.0
10023,H10763,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,135,3,1988,   ,94019,0.0
8127,H10764,2013,0.747945205,1,Not Painted,Fenced,no garden,rural area,300,1,1950,3,15014,0.0
7444,H10766,2013,1.0,0,Not Painted,Fenced,no garden,rural area,510,4,1989,4,6088,0.0
7330,H10768,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,300,4,1960,   ,6083,0.0
10028,H10769,2013,1.0,1,Painted,Not Fenced,Has garden,urban area,340,3,1960,   ,94052,0.0
10029,H10770,2014,0.832876712,1,Painted,Not Fenced,Has garden,urban area,340,3,1960,   ,94052,0.0
9756,H10771,2012,1.0,1,Not Painted,Fenced,no garden,rural area,662,2,1988,4,83144,0.0
8023,H10772,2012,1.0,1,Painted,Not Fenced,Has garden,urban area,798,2,1960,   ,13208,0.0
8814,H10775,2013,0.876712329,0,Painted,Not Fenced,Has garden,urban area,335,3,1980,   ,59350,0.0
9835,H10777,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,1740,1,1988,   ,87085,0.0
9221,H10779,2012,0.830601093,0,Painted,Not Fenced,Has garden,urban area,400,1,1980,   ,73003,0.0
8550,H1078,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,3876,2,1980,   ,39097,0.0
8537,H10781,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,385,2,1960,   ,38517,0.0
9906,H10783,2012,1.0,0,Not Painted,Fenced,no garden,rural area,300,1,2005,3,91570,0.0
9907,H10784,2013,1.0,0,Not Painted,Fenced,no garden,rural area,300,1,2005,3,91570,0.0
7171,H10785,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,410,1,1980,   ,5065,0.0
7172,H10786,2013,0.832876712,0,Painted,Not Fenced,Has garden,urban area,410,1,1980,   ,5065,0.0
9934,H10788,2012,1.0,1,Not Painted,Fenced,no garden,rural area,1285,3,1955,7,92035,0.0
7445,H10789,2014,1.0,0,Painted,Not Fenced,Has garden,urban area,140,4,1960,   ,6088,0.0
8196,H10791,2012,1.0,0,Not Painted,Fenced,no garden,rural area,600,2,1960,3,26057,0.0
10017,H10799,2016,0.99726776,1,Painted,Not Fenced,Has garden,urban area,557,3,0,   ,94003,0.0
8987,H10800,2012,1.0,0,Not Painted,Fenced,no garden,rural area,6900,2,1977,5,63113,0.0
9914,H10803,2016,0.99726776,0,Painted,Not Fenced,Has garden,urban area,920,3,1988,   ,92004,0.0
9877,H10804,2013,0.989041096,0,Painted,Not Fenced,Has garden,urban area,650,2,1960,   ,90010,0.0
8195,H10805,2012,1.0,0,Painted,Not Fenced,Has garden,urban area,630,2,1980,   ,26016,0.0
9028,H10806,2012,1.0,0,Not Painted,Fenced,no garden,rural area,400,1,1940,3,63178,0.0
8342,H10808,2013,1.0,1,Not Painted,Fenced,no garden,rural area,769,3,1920,5,33063,0.0
9289,H1081,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,751,1,1988,   ,74083,0.0
8343,H10811,2016,0.491803279,1,Not Painted,Fenced,no garden,rural area,711,3,1925,5,33063,0.0
8344,H10813,2015,1.0,1,Not Painted,Fenced,no garden,rural area,806,3,1870,5,33063,0.0
8345,H10814,2016,0.491803279,1,Not Painted,Fenced,no garden,rural area,806,3,1870,5,33063,0.0
8346,H10817,2015,1.0,1,Not Painted,Fenced,no garden,rural area,376,3,1875,4,33063,0.0
8347,H10818,2014,1.0,1,Painted,Not Fenced,Has garden,urban area,795,3,1960,   ,33063,0.0
7784,H10819,2013,1.0,0,Painted,Not Fenced,Has garden,urban area,583,2,1960,   ,13202,0.0
9106,H10820,2013,1.0,0,Not Painted,Not Fenced,Has garden,urban area,520,2,1960,   ,66136,0.0
9107,H10821,2014,0.915068493,0,Not Painted,Not Fenced,Has garden,urban area,520,2,1960,   ,66136,0.0
